id,y,0,1,2,3,4,5,6,7,8,9
37,1,0.06360171662372537,0.10286943820871228,-0.17065151596493175,-0.15715544576319054,-0.19681446947587578,-0.15696907213128264,-0.18556089675864887,-0.21197690406960376,-0.23073565900138499,-0.21479606700577902
38,1,-0.6051038023588279,-0.5914632478473976,-0.5818072050655143,-0.5721533295061533,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
39,-1,0.02833398828992042,0.015082043481258127,-0.5108919435904067,-0.49254858575996713,-0.15189022677238367,-0.13000448662144343,-0.12274856564365558,-0.24511757498250414,-0.16105878930483972,-0.21950466910910094
40,1,2.806725626427074,3.096169669888985,3.423667498125826,3.6204995131344457,0.2524279575590452,0.2901632133152384,0.25387837156305937,0.29991999517799445,0.35443195006027917,0.2819010882010504
41,-1,-0.5638552550950818,-0.659162637304477,-0.58615946519821,-0.5861962130100833,0.33151267175873644,0.14428324103086662,-0.24059116915143058,0.025001592047300326,0.13218930741589588,-0.012990210192892433
42,1,-0.5340246348794051,-0.422214774204699,-0.5155764373210182,0.8540514628602209,-0.22665654174519692,0.2501596599573145,0.15351451899485474,-0.21463594028766425,6.27054438309756,-0.029349584167254465
43,1,-0.4888966374989406,-0.6561322539277641,-0.6459615128230372,-0.6328922091275208,-0.05520964706615965,0.0034623882715516968,-0.22836221973081244,-0.2081504860972728,-0.20586160700166492,-0.05071939371310007
44,-1,-0.4405798496816278,-0.3849910443763141,-0.33397755270029306,-0.3256870901447009,-0.21279899198730481,-0.182421137370744,-0.13701567330104342,-0.14978139838374963,-0.3086792759500628,-0.21950466910910094
45,-1,4.593344659157215,4.85180822070798,4.309435493528891,3.784940997272093,0.5248738311711845,0.4695272550334917,0.46702031323252036,0.36905493684756746,0.3925180356147467,0.08232879905256013
46,1,-0.5143775712201146,-0.45295598289217764,-0.3652739576239526,-0.3967365820474733,0.11404582113953654,0.3884770308897971,0.8169659062487956,0.10963676923190893,0.11565581291163088,-0.22385107105062887
47,-1,-0.6517600679670906,-0.6439013766908253,-0.6641513023089222,-0.4578333506901788,-0.31302452628275707,-0.16771318163810442,-0.18024933286888542,-0.2794904821915789,0.5523172124082006,-0.27987136274143315
48,-1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6566321808762763,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
49,1,0.12367441388563978,-0.44453651567543423,0.9544907867363998,0.8893972643009381,-0.11959891315050485,-0.051770679532935154,-0.15424737475736902,6.040000935467767,0.060445750906317465,0.022022472113860252
50,1,0.1784128672370662,0.2699310372496593,0.3561879119298998,0.5737732321495,-0.31302452628275707,-0.13548085311763902,-0.09378201373320144,-0.1173541274317923,0.5457481007524883,-0.2775170616897722
51,1,0.06280819273621475,0.04254294026610945,-0.000298738633653245,0.044574665931008874,-0.119663366870309,-0.15634320167457455,-0.15554438454440428,-0.14978139838374963,-0.16105878930483972,-0.15913797547676872
52,1,-0.5644283556805062,-0.49322571663014503,-0.5021043649255363,-0.5158624991499869,0.11552825669503199,-0.11962546821436801,0.04518332059200495,-0.27923106402396325,-0.3086792759500628,-0.2784225620942572
53,1,-0.5360819190322105,-0.5072529551470941,-0.49730358943565434,-0.48605545637283437,-0.22278931855694795,-0.2606549444592523,-0.21730675535560712,-0.2794904821915789,-0.2706670006389178,-0.2591052201319109
54,1,-0.6731558231562657,-0.6638019355667641,-0.6562441426785283,-0.6485200297259478,-0.29201261362660436,-0.2436521303853498,-0.25893459328235785,-0.24861972024531553,-0.27354560012849966,-0.26019182061729285
55,-1,-0.6492766320969185,-0.6384185696535768,-0.6122564143144887,-0.6010912132314848,0.22310151504815726,-0.15889883937279917,-0.27906912616680996,-0.07688489328374956,-0.0681316929616718,-0.27987136274143315
56,-1,0.015182064598772324,0.038903356107480115,0.1043548447097943,0.15016896956007533,-0.31302452628275707,-0.06939936406354569,-0.27906912616680996,-0.1705348517930023,-0.17227794628987667,-0.16740821250439825
57,1,0.4644047542506128,0.5375576269054373,0.6122071224837432,-0.06439401989924465,-0.1003272509290642,-0.046815871750662964,-0.15554438454440428,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
58,1,-0.004068237116762873,0.04622938602334773,0.123258936431198,0.03419588431220619,-0.18411708667445836,-0.182421137370744,-0.21730675535560712,-0.11475994575563571,-0.16105878930483972,-0.27987136274143315
59,1,-0.6779463562549408,-0.6576786866818598,-0.6563770361176946,-0.650394686504385,-0.27725271179145417,-0.2606549444592523,-0.23472374392436632,-0.24913855658054684,-0.2816647268939869,-0.27987136274143315
60,-1,-0.45476041544917856,-0.5504593490645564,-0.5355602882356479,-0.5210092841235147,-0.2292346905373629,-0.2029705506993255,-0.1864255699500057,-0.2612663559165789,-0.2831409317604392,-0.2702730584538923
61,-1,-0.6567416345942406,-0.6463538003513609,-0.6401806482193039,-0.6320400924100492,-0.22001780860536954,-0.1853940220401073,-0.18994602508624425,-0.18590537822423006,-0.20217109483553433,-0.19276222382997776
62,1,0.002338733530545024,0.06756703392329477,0.10450434982885635,0.17929431896325068,-0.0748680316064252,-0.15634320167457455,-0.16172062162552456,-0.2794904821915789,-0.03558137565640013,-0.27987136274143315
63,1,0.310417035413137,0.3879754041456328,0.4810080746668307,0.5478177569353186,-0.31302452628275707,0.052280283894780864,-0.149368147463284,-0.08492685647983499,-0.08724854598222818,-0.12895462866060262
64,1,1.831572937997367,1.9358140061996243,2.1388869516259974,2.185296368231573,0.2670589519545871,0.052280283894780864,-0.27876031431275394,0.10042742428155305,0.11506533096504999,0.05866505514868591
65,-1,-0.6291887218334555,-0.6489311882748537,-0.6219410236937316,-0.3932940305088885,-0.11605395856127664,-0.08728882795111792,-0.20013681627009272,-0.14958683475803788,0.7984743738891101,0.5051371212534149
66,-1,0.4471676520274656,0.6248764056468018,0.6940694810101733,0.47020696630801573,0.20260523215043774,0.2609037694641363,0.3385545819452184,0.36905493684756746,0.42942315727605246,-0.09877128184443651
67,1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6566321808762763,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
68,1,0.7426671308043338,0.8616524428850135,1.0435792260174965,1.0639618950421466,-0.029428159144499907,-0.06246263316836462,-0.04437211708423917,0.19394767370699795,-0.3086792759500628,-0.2388823777650796
69,1,-0.6212093982979321,-0.5928378547399271,-0.5816576999464522,-0.5702275457246677,-0.24515475932898778,-0.2046916944552727,-0.21230400331989968,-0.2679463737326821,-0.29509819117870223,-0.2687035244194517
70,-1,-0.5003586492074272,-0.4066567234665239,-0.3586957323852216,-0.26077283860772316,-0.05520964706615965,0.00012441250244201008,0.029742727889204238,-0.14978139838374963,0.06037194066299485,-0.24968801592526704
71,1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6566321808762763,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
72,1,-0.6307757696084767,-0.6688942292822713,-0.6641513023089222,-0.6104133701206229,-0.31302452628275707,-0.09323459728984454,-0.27906912616680996,-0.2794904821915789,-0.10850589605914031,-0.27987136274143315
73,-1,-0.6207979414673711,-0.6567102136439413,-0.6576727471495658,-0.6499856704799987,-0.2878875755591388,-0.05782076061444646,-0.23089447693407175,-0.2794904821915789,-0.27989328105424427,-0.2563283522248236
74,1,-0.4054884599894919,-0.3681364894099577,-0.3409544582565229,-0.3273231542422461,-0.1248841181744451,-0.2606549444592523,-0.19890156885386867,-0.21463594028766425,-0.2576025875708156,-0.23363047541906667
75,1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6114699948502876,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.11308213114514222,-0.27987136274143315
76,-1,-0.22854732796143135,-0.2161643251210962,-0.1999046842614097,-0.20279481715096329,-0.1970078306352882,-0.1041873302822357,-0.19235475754788117,-0.2432367932672906,-0.2693384162591108,-0.21950466910910094
77,-1,-0.6640596882235051,-0.6688942292822713,-0.6608788013694524,-0.6055903894997343,-0.31302452628275707,-0.21136764599349206,-0.27906912616680996,-0.2667141374365077,-0.08761759719884125,-0.27987136274143315
78,1,2.146719480433526,1.4698066490992436,0.985504793101831,1.0263494631329553,0.6537812707794832,0.11335480929520966,0.056115260225587854,-0.020072314575920347,-0.04901483994111542,0.0073533655612035235
79,1,0.08825973668377732,0.15416726815265525,0.23618513636274663,0.24961099048899765,-0.1712263427136285,-0.15634320167457455,-0.15554438454440428,-0.1173541274317923,-0.3086792759500628,-0.008221241395938187
80,-1,-0.6779463562549408,-0.6394026632243649,-0.5847973074467556,-0.5756470080477863,-0.31302452628275707,-0.2606549444592523,-0.162461770075259,0.030319664483421327,0.0420670003189872,-0.16589904516358994
81,1,-0.33098538388432897,-0.2654939679234628,-0.24701540844585687,-0.21850784942113746,-0.31302452628275707,-0.1877931921241549,-0.11780757597875935,-0.2794904821915789,-0.23486903262745124,-0.21395093329492637
82,-1,-0.63425845778144,-0.6688942292822713,-0.6481708662491766,-0.5973078150059115,-0.09355961034962851,-0.2606549444592523,-0.27906912616680996,-0.217100412880013,-0.05174581894405205,-0.27932806249874215
83,-1,-0.5624298510749238,-0.5487567109817642,-0.6641513023089222,-0.6566321808762763,-0.18411708667445836,-0.15634320167457455,-0.15554438454440428,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
84,-1,-0.5318204018585423,-0.5104707849182428,-0.5048286804284451,-0.47939190364220735,-0.14415578039588575,-0.2606549444592523,-0.24818794076120854,-0.2548457562680913,-0.23486903262745124,-0.27987136274143315
85,1,2.9192443746987173,1.5213856486348403,2.352048028048715,2.204860968064718,0.505215446630919,0.24995103647174513,0.0483949638741875,5.921965669202642,0.5711388244554666,0.08878803527121969
86,1,-0.21877522823560622,-0.04333874945124695,-0.4573358876063948,-0.6175370658786845,0.02258599273744862,-0.2606549444592523,0.2767922111340156,0.5279485645121583,-0.13935857776799193,-0.27987136274143315
87,1,0.011170360500802012,0.09902678712277746,-0.5530191638061183,-0.560087356786757,2.7095326639328268,-0.1680782727378508,2.8837201207040764,-0.25173273825670345,0.10945575247253152,0.24803537307331208
88,1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6566321808762763,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
89,1,-0.35333630671587785,-0.31394886088512874,-0.2596402851666537,-0.25087124235070446,-0.31302452628275707,-0.18763672450997787,-0.21730675535560712,-0.14978139838374963,-0.3086792759500628,-0.15467084014797614
90,-1,-0.5491897580629412,-0.5720469254904179,-0.6641513023089222,-0.6566321808762763,-0.15646644087847827,-0.2603941651022906,-0.21347748836531255,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
91,-1,-0.6505991719094363,-0.6688942292822713,-0.6345825120944243,-0.6126459159203982,-0.03432664184961526,-0.16359286779810966,-0.27906912616680996,-0.16404939760261084,-0.11817503793440241,-0.15068663836824223
92,-1,-0.3556434039443809,-0.4168256903646685,-0.3978660735794834,-0.39464037492249343,0.103024235053027,-0.2606549444592523,-0.1864255699500057,-0.08492685647983499,0.06037194066299485,0.02196210542022792
93,-1,-0.6779463562549408,2.3935112398133493,2.693550943346269,4.386041172110828,-0.29523529961681183,-0.2606549444592523,12.20489712353081,0.33662766589561016,6.961629691327172,0.7463624290082145
94,1,0.2201316508785963,0.3047960666147265,0.43547546007248317,0.45076166281531643,-0.11321799488989406,-0.2606549444592523,-0.1410302274037716,0.036351136880485385,-0.3086792759500628,-0.12515152696176568
95,1,-0.6779463562549408,-0.6642080694213751,-0.6591677983401866,-0.6442253614698915,-0.31302452628275707,-0.2606549444592523,-0.25652586082072093,-0.2794904821915789,-0.2660169553095933,-0.26791875740223137
96,-1,0.2436434697677996,0.29122182355099735,0.2578135435870591,0.32998263928090815,-0.05520964706615965,0.0016890886442121758,0.3385545819452184,0.04478222732799429,0.42942315727605246,0.323795573581889
97,-1,-0.6594748835401105,-0.6688942292822713,-0.6447322485107491,-0.6457080445582919,-0.31302452628275707,-0.19509501411908234,-0.27906912616680996,-0.20367552270590267,-0.2613669099802688,-0.27987136274143315
98,-1,0.22420213452378962,0.26238631987361655,0.3294597189775812,0.3415543843041709,0.04147093264006438,-0.15634320167457455,-0.27894560142518754,-0.1493274165904222,-0.14445148455725212,-0.16233741023928233
99,-1,-0.6783578130855019,-0.6751580629630024,-0.5792822297213549,-0.537318798095919,0.6041519065302883,-0.2606549444592523,-0.27906912616680996,0.17449131113582356,-0.16105878930483972,-0.04329429039632321
100,-1,0.14900839873875632,0.1736148315753742,0.1953370154990105,0.17917502262280469,-0.31302452628275707,-0.15472636966141207,-0.16060889895092292,-0.15023538017707702,-0.18954954322736775,-0.17187534783319083
101,1,-0.6583727670296791,-0.6584909543910819,-0.6530879234983291,-0.6495425697869135,-0.27009834889319356,-0.1911833237646569,-0.27906912616680996,-0.23629735728357174,-0.2779742147278564,-0.254758818190383
102,-1,-0.6728913151937621,-0.6487281213475482,-0.6443335681932503,-0.6240131529314679,-0.24509030560918363,-0.2427133247002877,-0.20538661778904496,-0.2794904821915789,-0.08724854598222818,-0.27987136274143315
103,1,0.11679720686054781,0.18400248593369395,0.2592089246983051,0.31524102006865146,-0.2485708064786077,-0.2606549444592523,-0.15554438454440428,-0.14978139838374963,-0.12415366764353396,-0.27987136274143315
104,-1,-0.6717891986833308,-0.6623492260098863,-0.657191008432588,-0.6494914427838653,-0.28601841768481845,-0.2388016343458623,-0.253190692796916,-0.25231642913383867,-0.27775278399788855,-0.254577718109486
105,-1,-0.43709716150866457,-0.5143915386685258,-0.5047788453887577,-0.48965138892056403,-0.23097494097207494,-0.15634320167457455,-0.06055385823677431,-0.2794904821915789,-0.271774154288757,-0.24968801592526704
106,1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6566321808762763,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
107,-1,0.16288037188338628,0.2311764952000483,0.13857490529511207,0.11167033626471362,-0.08653415489097624,-0.1041873302822357,-0.15554438454440428,-0.14978139838374963,-0.18792571787427031,-0.17809311727732105
108,1,-0.2983480402887536,-0.24098535185097603,-0.16709661646723367,-0.11333960415080677,-0.31302452628275707,-0.15634320167457455,-0.15554438454440428,-0.08492685647983499,-0.1167726433112728,-0.27987136274143315
109,1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6566321808762763,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
110,-1,-0.32381427912312194,-0.5476164120822794,-0.5843487920895695,-0.4824424814907553,0.6556504286538036,0.0026278943292742754,-0.2649255432510445,-0.2598395559946928,0.1355107683654134,-0.24968801592526704
111,-1,-0.38171213313778507,-0.5587226109526032,-0.6641513023089222,-0.637544766404915,-0.18411708667445836,0.7907552669389067,-0.24818794076120854,-0.2794904821915789,-0.22601180342873786,-0.16463134459731096
112,-1,-0.46861769370700274,-0.4314777501964037,-0.315638258095346,-0.3455243673274371,-0.18411708667445836,-0.182421137370744,-0.2037807961479537,0.10963676923190893,-0.23486903262745124,-0.21950466910910094
113,-1,0.9890122132159612,1.0952887530164248,1.364500269924173,1.414812432293856,0.9790147409112209,0.0025235825864895977,0.3385545819452184,0.3721679548589554,0.43259699773892474,0.02280723913108057
114,1,-0.284872829087879,-0.23019156363804527,-0.20992152723856825,-0.20044297501074199,-0.2030020265770741,-0.07925682375669774,-0.15103573147518648,-0.2794904821915789,-0.3086792759500628,-0.2117173656305301
115,1,-0.15129630802359276,-0.07603252474743229,-0.003222394295311462,0.05234597039434882,-0.119663366870309,-0.1041873302822357,-0.09378201373320144,-0.08492685647983499,-0.08724854598222818,-0.27987136274143315
116,-1,-0.6574763789345281,-0.6447917470643955,-0.6376390611952487,-0.6060164478584701,-0.22324049459557702,-0.18800181560972426,-0.18376978800512397,-0.17598263331293112,-0.08946285328190653,-0.27987136274143315
117,1,-0.6658965490742241,-0.6688942292822713,-0.6200805155454037,-0.6566321808762763,-0.027752362429592024,-0.21788712991753442,-0.27906912616680996,-0.10743138252049336,-0.3086792759500628,-0.27987136274143315
118,-1,0.010303362179262641,0.09081038683333958,-0.34233322768787305,-0.31358703275660577,-0.15189022677238367,-0.13026526597840513,-0.09378201373320144,-0.18220866933570692,-0.16105878930483972,-0.09877128184443651
119,1,0.0071439615160259476,0.04298031518645975,0.14447205165811586,0.15703703030289548,-0.18411708667445836,-0.15634320167457455,-0.27906912616680996,-0.020072314575920347,-0.3086792759500628,-0.15913797547676872
120,1,-0.06345027469880694,-0.6571944501629006,-0.5715910219296063,-0.47644357979975605,-0.16478097073321354,-0.14069644025687292,-0.23280911042921903,0.08187902529703346,0.10266521008685126,0.552766442529325
121,-1,4.298624009381052,2.7958649254698913,3.028691585243738,3.053552176331968,0.33151267175873644,0.2609037694641363,6.761841146310314,0.36905493684756746,-0.3086792759500628,0.26342887994955677
122,-1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.6491505960968766,-0.2485708064786077,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.27627657913143633,0.9853541690986177
123,-1,0.5570560155608795,0.7136478939450441,0.7611640561092502,0.7967380924430889,-0.05520964706615965,-0.052031458889896846,0.1532674695116099,-0.2794904821915789,-0.05034342432092243,0.14269549268489234
124,-1,-0.11754215303078028,-0.06120863905413086,0.024951014807940448,0.0294410730287153,0.18797423775489586,-0.1757451858325246,-0.192910618885182,-0.07130740268001291,-0.3086792759500628,-0.15913797547676872
125,1,1.231786438133791,0.7894387194286042,0.8315643555075883,0.8750135341100195,0.08658853650296892,-0.2606549444592523,-0.06290082832760002,-0.0694914755067033,-0.0713055334245441,-0.08627537626254375
126,-1,-0.5995785249198651,-0.5855899274884078,-0.575561213424699,-0.29281242718465095,-0.31302452628275707,0.01749231767609085,0.05030959736933478,0.06637878978199786,1.2670217985010481,0.04206421439979455
127,-1,-0.022789522907291,-0.2721014533273263,-0.3129803893120204,-0.3827277832122421,-0.19301170000743095,-0.17757064133125647,-0.18407859985918,-0.22533693970181018,-0.27539085621156495,-0.24648858116275346
128,1,-0.4656199367986293,-0.43277425442458495,-0.42191978606858055,-0.4145287791082779,-0.31302452628275707,-0.2606549444592523,-0.20495428119336656,-0.2794904821915789,-0.3086792759500628,-0.1452536359413323
129,-1,-0.6588430034074632,-0.6688942292822713,-0.6309279425173515,-0.6566321808762763,0.23341411021682115,-0.19285231164921177,-0.27906912616680996,-0.14978139838374963,-0.3086792759500628,-0.179723018005394
130,1,-0.6722153504006975,-0.6567102136439413,-0.6576727471495658,-0.6499856704799987,-0.31302452628275707,-0.24031415461624012,-0.23089447693407175,-0.2794904821915789,-0.27989328105424427,-0.27987136274143315
131,1,0.5895758000620088,0.6924352103080543,0.7584065172465498,0.8943395412622728,-0.31302452628275707,-0.2606549444592523,-0.08142953957096087,-0.2794904821915789,0.19345180937366344,0.13967715800327574
132,1,-0.187019577848376,-0.16002412998756058,-0.09388894316650775,-0.08327692635841276,-0.1970078306352882,-0.16155878881380845,-0.27906912616680996,-0.11086867324140083,-0.3086792759500628,-0.1772479835664684
133,1,-0.6779463562549408,-0.6688942292822713,-0.6641513023089222,-0.645912552570485,-0.31302452628275707,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.2622526329001401,-0.13046379600141092
134,1,-0.3467529974269009,-0.31174636575050757,-0.27385988315744597,-0.24591192305502044,-0.119663366870309,-0.2606549444592523,-0.21730675535560712,-0.21463594028766425,-0.23486903262745124,-0.21950466910910094
135,1,-0.37329196299808914,-0.35732708066415725,-0.3394594070659022,-0.3235227136823233,-0.10767497498673723,-0.2606549444592523,-0.27906912616680996,-0.2794904821915789,-0.3086792759500628,-0.27987136274143315
136,1,0.48804882712106784,0.6014456063423211,0.6074727937134444,0.6848551674390828,0.13170614036587347,-0.2606549444592523,0.07915262453816652,-0.2794904821915789,-0.013438302659616668,-0.15913797547676872
